,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
134,BNBR4,27.01,1.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855,0.0,11299100000.0,0.0,0.1435
135,BNCA3,70.3,-90.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027200000000000002,0.0,3068150000.0,0.0,0.0241
136,BOAS3,7.95,15.22,1.83,4.929,0.0,1.699,3.34,25.6,3.54,18.69,8.52,0.1925,0.3239,12.37,0.1276,0.1204,0.0,2298770000.0,0.0,0.1099
137,BOBR3,1.0,2.71,-6.43,0.182,0.0,0.308,-4.51,1.22,-0.57,2.52,2.24,0.14980000000000002,0.0674,0.88,0.35090000000000005,-2.376,0.0,-40517000.0,-8.07,0.0947
138,BOBR4,2.05,5.55,-13.18,0.374,0.0,0.631,-9.24,2.5,-1.17,3.8,3.38,0.14980000000000002,0.0674,0.88,0.35090000000000005,-2.376,31541.8,-40517000.0,-8.07,0.0947
139,BOVH3,15.71,0.0,6.16,0.0,0.0,4.874,6.9,0.0,6.91,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1843320000.0,0.0,0.0
140,BPAC11,32.48,11.79,2.4,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,321310000.0,51962100000.0,0.0,0.5165
141,BPAC3,15.56,16.95,3.45,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,129023.0,51962100000.0,0.0,0.5165
142,BPAC5,7.96,8.67,1.76,0.0,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20329999999999998,111715.0,51962100000.0,0.0,0.5165
143,BPAN4,8.18,14.43,1.29,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,14443000.0,8062790000.0,0.0,0.1383
144,BPAR3,182.07,5.64,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548,0.0,1983700000.0,0.0,0.0601
145,BPAT33,20.0,0.0,0.82,0.0,0.35719999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876492000.0,0.0,0.0
146,BPHA3,0.62,0.06,-0.24,-20.054,0.0,0.995,-0.38,0.78,-0.2,1.6,1.43,-25.8169,-336.525,0.06,4.0100999999999996,-4.025,0.0,-292294000.0,-0.26,-0.5339
147,BPIA3,6.1,5.64,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1884,0.0,77395000.0,0.0,0.1341
148,BPNM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0892,0.0,8062790000.0,0.0,0.1383
149,BRAP3,17.44,4.66,0.83,0.0,0.1548,0.829,10.49,-320.36,10.53,-287.14,-287.14,0.0,0.0,12.26,-0.0028000000000000004,0.1791,1430840.0,8214080000.0,0.0,0.0
150,BRAP4,17.97,4.8,0.86,0.0,0.16519999999999999,0.854,10.81,-330.09,10.85,-296.87,-296.87,0.0,0.0,12.26,-0.0028000000000000004,0.1791,76043700.0,8214080000.0,0.0,0.0
151,BRBI11,13.87,8.5,1.76,5.22,0.09519999999999999,0.13,1.96,59.82,1.96,10.17,7.94,0.0873,0.6144,1.07,0.2039,0.20739999999999997,3470260.0,826376000.0,11.92,-0.34759999999999996
152,BRFS3,20.55,-70.63,2.27,0.642,0.0,0.604,4.92,16.23,-2.26,20.83,8.19,0.039599999999999996,-0.004699999999999999,1.37,0.0622,-0.0321,218963000.0,15228100000.0,1.3,0.1217
153,BRGE11,13.18,33.11,0.73,273.039,0.031,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
154,BRGE12,13.47,33.84,0.75,279.047,0.0,0.332,0.87,-1.42,1.68,0.86,0.88,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
155,BRGE3,13.5,33.91,0.75,279.668,0.0,0.333,0.87,-1.42,1.69,0.86,0.87,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
156,BRGE5,13.18,33.11,0.73,273.039,0.0,0.325,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
157,BRGE6,12.92,32.46,0.72,267.653,0.0633,0.318,0.83,-1.36,1.62,0.92,0.94,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
158,BRGE7,13.07,32.83,0.73,270.76,0.0365,0.322,0.84,-1.38,1.63,0.9,0.92,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
159,BRGE8,13.17,33.08,0.73,272.832,0.0259,0.324,0.85,-1.39,1.65,0.89,0.91,-196.36900000000003,13.812899999999999,3.06,-0.5003,0.022099999999999998,0.0,1324180000.0,0.0,-0.4561
160,BRIT3,4.13,11.7,1.22,1.46,0.021099999999999997,0.569,10.38,7.45,-1.74,10.79,4.52,0.196,0.1246,1.36,0.0916,0.10400000000000001,3110460.0,1524660000.0,0.83,0.2748
161,BRIV3,12.86,71.86,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,1671490000.0,0.0,-0.4472
162,BRIV4,12.54,70.08,0.66,0.0,0.052199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0,1671490000.0,0.0,-0.4472
163,BRKM3,18.33,-2.39,4.74,0.212,0.0,0.156,1.27,-9.4,-0.27,-25.17,10.72,-0.0225,-0.09449999999999999,1.44,-0.025699999999999997,-1.9813,289757.0,3083000000.0,13.85,0.0866
164,BRKM5,17.95,-2.34,4.64,0.207,0.0,0.153,1.24,-9.21,-0.27,-24.97,10.64,-0.0225,-0.09449999999999999,1.44,-0.025699999999999997,-1.9813,57734800.0,3083000000.0,13.85,0.0866
165,BRKM6,13.75,-1.79,3.56,0.159,0.0,0.117,0.95,-7.05,-0.2,-22.82,9.72,-0.0225,-0.09449999999999999,1.44,-0.025699999999999997,-1.9813,395.56,3083000000.0,13.85,0.0866
166,BRML3,8.26,0.0,0.52,0.0,0.0,0.328,-8.14,0.0,-1.12,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,13096000000.0,0.2,0.06509999999999999
167,BRPR3,131.17,-0.57,0.05,0.695,12.0289,0.038,1.73,12.11,-0.49,-3.7,-2.55,0.0574,-1.2398,1.12,0.0034999999999999996,-0.0934,0.0,1136910000.0,0.07,-0.2505
168,BRSR3,11.59,5.61,0.48,0.0,0.051699999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,88530.6,9798830000.0,0.0,0.047
169,BRSR4,181.1,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,9798830000.0,0.0,0.047
170,BRSR5,15.0,7.26,0.63,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,533.12,9798830000.0,0.0,0.047
171,BRSR6,10.99,5.32,0.46,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862,23891000.0,9798830000.0,0.0,0.047
172,BRTP3,35.71,-67.26,2.45,1.168,0.0,0.684,8.98,6.03,-2.4,7.55,7.55,0.1937,-0.0296,1.29,0.1341,-0.0364,0.0,5302340000.0,0.91,0.0366
173,BRTP4,20.81,-39.19,1.43,0.681,0.0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,1.29,0.1341,-0.0364,0.0,5302340000.0,0.91,0.0366
174,BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,212960000.0,0.0,0.0192
175,BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,212960000.0,0.0,0.0192
176,BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,212960000.0,0.0,0.0192
177,BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,0.20190000000000002,0.0158,0.39,0.2066,-0.1912,0.0,-853187000.0,-8.95,0.0712
178,BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,BSLI3,9.44,16.73,1.33,0.0,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,29952.3,2582440000.0,0.0,0.053899999999999997
180,BSLI4,10.3,18.25,1.45,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793,23756.4,2582440000.0,0.0,0.053899999999999997
181,BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,0.11,-0.059500000000000004,0.1779,0.0,-124674000.0,-0.7,0.0455
182,BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,0.11,-0.059500000000000004,0.1779,0.0,-124674000.0,-0.7,0.0455
183,CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,0.02,-0.0281,-0.6417,0.0,-377387000.0,-0.98,-0.113
184,CAFE4,0.5,0.0,0.0,0.071,0.0,0.004,0.0,-0.13,0.0,-45.27,-53.49,-0.5307,21.638,0.02,-0.0281,-0.6417,0.0,-377387000.0,-0.98,-0.113
185,CALI3,26.0,-83.69,3.98,1.347,0.023799999999999998,0.434,39.04,-19.17,-0.61,-27.87,-33.56,-0.0703,-0.0161,1.07,-0.0239,-0.047599999999999996,118.61,24305000.0,2.1,0.9453
186,CALI4,50.0,-160.94,7.65,2.59,0.0,0.835,75.08,-36.87,-1.17,-45.57,-54.88,-0.0703,-0.0161,1.07,-0.0239,-0.047599999999999996,0.0,24305000.0,2.1,0.9453
187,CAMB3,10.64,6.22,1.78,0.988,0.0288,1.23,4.52,4.45,6.9,4.18,3.73,0.2218,0.15869999999999998,2.27,0.3295,0.2858,653915.0,252806000.0,0.04,0.3048
188,CAMB4,6.25,3.66,1.05,0.58,0.0,0.722,2.66,2.62,4.06,2.34,2.09,0.2218,0.15869999999999998,2.27,0.3295,0.2858,0.0,252806000.0,0.04,0.3048
189,CAML3,8.27,8.03,0.94,0.257,0.0353,0.273,0.85,4.87,-2.45,9.85,6.83,0.0528,0.032,2.16,0.0864,0.1167,6979770.0,3087100000.0,1.86,0.19510000000000002
190,CASH3,5.38,38.05,0.59,1.508,0.4489,0.481,0.74,-13.3,0.83,5.91,12.21,-0.1133,0.0174,6.89,-0.1213,0.0154,11986000.0,798284000.0,0.0,0.2832
191,CASN3,10.45,171.41,5.31,6.419,0.0011,2.189,87.29,38.85,-5.2,45.14,25.67,0.16519999999999999,0.0374,1.18,0.062,0.031,0.0,2046180000.0,1.04,0.1101
192,CBAV3,6.47,-4.09,0.97,0.591,0.0,0.316,1.66,-12.46,-1.01,-21.6,30.22,-0.047400000000000005,-0.1303,2.24,-0.030699999999999998,-0.23800000000000002,25919200.0,4331710000.0,1.05,-0.1063
193,CBEE3,9.34,-15.11,0.44,0.306,0.0,0.131,-0.44,2.55,-0.25,8.89,4.96,0.12,-0.0203,0.38,0.055999999999999994,-0.0292,421.19,5377520000.0,1.18,0.0755
194,CBMA3,0.01,0.0,0.0,0.0,0.0,0.007,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,-23264700000.0,-0.9,-0.0663
195,CBMA4,0.01,0.0,0.0,0.0,0.0,0.007,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,-23264700000.0,-0.9,-0.0663
196,CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
197,CCHI4,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
198,CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.030299999999999997,2.58,0.023799999999999998,-0.0575,0.0,660347000.0,1.93,0.2998
199,CCRO3,12.03,17.16,1.89,1.263,0.0351,0.431,6.14,4.31,-0.8,8.59,6.69,0.2929,0.0816,1.47,0.1184,0.11019999999999999,97913600.0,12847700000.0,2.5,0.16010000000000002
200,CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,1.48,0.0296,0.1207,0.0,82550000.0,0.48,0.12539999999999998
201,CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0,0.0785,0.0,-52699000.0,0.0,0.0
202,CEAB3,9.65,14.91,0.97,0.429,0.0,0.335,2.41,4.65,-1.63,5.42,2.52,0.0922,0.0288,1.45,0.09820000000000001,0.06480000000000001,37754100.0,3080260000.0,0.55,0.10949999999999999
203,CEBR3,20.47,8.45,1.4,4.156,0.09269999999999999,0.995,2.07,11.94,2.27,6.32,5.95,0.3481,0.6331,8.05,0.16,0.166,265061.0,1051840000.0,0.0,-0.413
204,CEBR5,18.45,7.62,1.26,3.746,0.10289999999999999,0.897,1.87,10.76,2.05,5.15,4.84,0.3481,0.6331,8.05,0.16,0.166,83954.3,1051840000.0,0.0,-0.413
205,CEBR6,19.44,8.02,1.33,3.947,0.1074,0.945,1.97,11.34,2.16,5.72,5.38,0.3481,0.6331,8.05,0.16,0.166,115501.0,1051840000.0,0.0,-0.413
206,CEDO3,26.78,3.36,1.25,0.253,0.0,0.307,2.26,1.24,-1.27,2.86,2.58,0.20440000000000003,0.0779,1.36,0.2748,0.3729,8812.93,213854000.0,1.68,0.1531
207,CEDO4,23.22,2.91,1.09,0.22,0.0,0.266,1.96,1.07,-1.1,2.69,2.43,0.20440000000000003,0.0779,1.36,0.2748,0.3729,22273.0,213854000.0,1.68,0.1531
208,CEEB3,39.16,5.67,1.49,0.679,0.1317,0.36,-12.03,2.6,-0.65,5.98,4.88,0.2611,0.11960000000000001,0.87,0.1508,0.262,19761.7,6904000000.0,2.11,0.10279999999999999
209,CEEB5,39.0,5.65,1.48,0.676,0.1322,0.358,-11.98,2.59,-0.65,5.97,4.87,0.2611,0.11960000000000001,0.87,0.1508,0.262,449.05,6904000000.0,2.11,0.10279999999999999
210,CEED3,15.21,-2.26,-0.31,0.217,0.0,0.135,4.75,2.16,-0.13,9.1,7.01,0.10060000000000001,-0.0962,1.08,0.0808,0.1382,853.14,-3324780000.0,-1.35,0.096
211,CEED4,25.0,-3.71,-0.51,0.357,0.0,0.222,7.8,3.55,-0.21,10.49,8.08,0.10060000000000001,-0.0962,1.08,0.0808,0.1382,0.0,-3324780000.0,-1.35,0.096
212,CEGR3,68.0,0.0,12.16,0.0,0.022099999999999998,3.841,80.7,0.0,-9.15,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,1452400000.0,0.86,0.124
213,CELM3,15.0,-0.67,-0.16,0.257,0.0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,-0.2514,-0.3836,0.44,-0.156,0.2341,0.0,-11104000.0,-0.66,0.057999999999999996
214,CEPE3,128.0,596.9,5.85,1.129,0.0,0.658,15.66,7.82,-1.11,13.99,10.41,0.14429999999999998,0.0019,1.17,0.0989,0.0098,0.0,1632000000.0,5.42,0.0447
215,CEPE5,40.12,187.09,1.83,0.354,0.0,0.206,4.91,2.45,-0.35,8.62,6.41,0.14429999999999998,0.0019,1.17,0.0989,0.0098,0.0,1632000000.0,5.42,0.0447
216,CEPE6,43.0,200.52,1.97,0.379,0.0,0.221,5.26,2.63,-0.37,8.8,6.54,0.14429999999999998,0.0019,1.17,0.0989,0.0098,0.0,1632000000.0,5.42,0.0447
217,CESP3,25.55,0.0,1.12,0.0,0.0,0.65,6.6,0.0,-2.29,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,7977010000.0,0.32,0.1391
218,CESP4,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,7977010000.0,0.32,0.1391
219,CESP5,25.0,0.0,1.09,0.0,0.0,0.636,6.45,0.0,-2.24,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,7977010000.0,0.32,0.1391
220,CESP6,25.25,0.0,1.1,0.0,0.0,0.642,6.52,0.0,-2.26,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,7977010000.0,0.32,0.1391
221,CFLU4,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.1072,1.1,0.17679999999999998,0.3215,0.0,60351000.0,0.06,0.0814
222,CGAS3,105.06,5.52,16.16,0.938,0.1047,0.929,509.45,5.16,-1.64,7.21,5.9,0.1818,0.17,1.0,0.2396,2.9291,16778.7,861744000.0,9.4,0.17300000000000001
223,CGAS5,114.0,5.99,17.53,1.017,0.10619999999999999,1.008,552.8,5.6,-1.78,7.65,6.26,0.1818,0.17,1.0,0.2396,2.9291,122351.0,861744000.0,9.4,0.17300000000000001
224,CGOS3,26.2,-4.85,1.89,0.509,0.0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,-0.002,-0.1048,0.54,-0.0008,-0.39020000000000005,0.0,453387000.0,2.48,0.0897
225,CGOS4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-313.85,-313.85,-0.002,-0.1048,0.54,-0.0008,-0.39020000000000005,0.0,453387000.0,2.48,0.0897
226,CGRA3,26.0,5.98,0.61,0.789,0.0472,0.433,1.69,6.93,2.87,4.91,3.51,0.114,0.1319,2.4,0.0795,0.10189999999999999,81610.0,889748000.0,0.0,0.1242
227,CGRA4,26.85,6.18,0.63,0.815,0.045700000000000005,0.447,1.74,7.15,2.96,5.13,3.68,0.114,0.1319,2.4,0.0795,0.10189999999999999,110441.0,889748000.0,0.0,0.1242
228,CIEL3,5.64,7.13,1.26,2.386,0.0642,0.142,2.46,12.15,5.38,7.76,5.54,0.19640000000000002,0.3346,1.07,0.1563,0.17670000000000002,149726000.0,12164500000.0,0.34,-0.0735
229,CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,1.36,0.127,0.15869999999999998,0.0,296175000.0,0.84,0.1623
230,CIQU4,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,1.36,0.127,0.15869999999999998,0.0,296175000.0,0.84,0.1623
231,CLAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0105,0.0,1012240000.0,0.0,-0.6396000000000001
232,CLAN4,3.0,-44.92,0.47,15.151,0.0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,-0.18350000000000002,-0.3373,0.73,-0.005,-0.0105,0.0,1012240000.0,0.08,-0.6396000000000001
233,CLSA3,7.3,-71.26,1.92,2.793,0.0,1.577,3.46,-18.48,3.61,-13.49,-34.82,-0.15109999999999998,-0.0392,3.83,-0.1666,-0.027000000000000003,17085900.0,714122000.0,0.04,0.0277
234,CLSC3,66.2,4.47,0.82,0.246,0.0426,0.205,-19.37,2.71,-0.44,5.15,3.83,0.0906,0.054900000000000004,0.96,0.08869999999999999,0.183,28037.5,3120450000.0,1.02,0.0621
235,CLSC4,67.22,4.54,0.83,0.249,0.0461,0.209,-19.67,2.75,-0.45,5.19,3.86,0.0906,0.054900000000000004,0.96,0.08869999999999999,0.183,303087.0,3120450000.0,1.02,0.0621
236,CLSC5,39.01,2.64,0.48,0.145,0.0,0.121,-11.41,1.6,-0.26,4.04,3.0,0.0906,0.054900000000000004,0.96,0.08869999999999999,0.183,0.0,3120450000.0,1.02,0.0621
237,CLSC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120450000.0,0.0,0.0621
238,CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,0.5363,0.4303,2.64,0.8140000000000001,0.664,0.0,2847970000.0,0.18,0.3018
239,CMIG3,12.89,6.68,1.45,0.99,0.0712,0.642,18.84,5.01,-2.14,5.98,5.08,0.19760000000000003,0.1482,1.15,0.1464,0.21719999999999998,3472220.0,25414600000.0,0.46,0.1107
240,CMIG4,10.51,5.45,1.18,0.807,0.0874,0.524,15.36,4.08,-1.75,5.06,4.3,0.19760000000000003,0.1482,1.15,0.1464,0.21719999999999998,132556000.0,25414600000.0,0.46,0.1107
241,CMIN3,5.19,7.88,2.36,1.593,0.0992,0.958,3.42,4.82,-6.11,4.47,3.78,0.33020000000000005,0.20199999999999999,2.79,0.32770000000000005,0.2988,52348700.0,12084400000.0,0.69,-0.0172
242,CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,-0.0192,0.0,-79623000.0,0.0,0.0
243,CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,0.1827,0.1677,2.2,0.1201,0.1739,0.0,1552470000.0,0.47,-0.1061
244,COCE3,35.25,7.55,0.64,0.33,0.0274,0.207,-0.9,1.9,-0.45,5.88,4.22,0.1736,0.0436,0.48,0.1207,0.08410000000000001,1307.91,4320830000.0,1.36,0.1251
245,COCE5,29.9,6.41,0.54,0.28,0.0323,0.176,-0.77,1.61,-0.38,5.59,4.01,0.1736,0.0436,0.48,0.1207,0.08410000000000001,1264230.0,4320830000.0,1.36,0.1251
246,COCE6,35.0,7.5,0.63,0.327,0.0,0.206,-0.9,1.88,-0.44,5.86,4.21,0.1736,0.0436,0.48,0.1207,0.08410000000000001,0.0,4320830000.0,1.36,0.1251
247,COGN3,1.74,-5.88,0.28,0.544,0.0,0.13,2.73,2.69,-0.43,7.64,4.92,0.2021,-0.09480000000000001,1.33,0.055,-0.04769999999999999,67047500.0,11648400000.0,0.67,-0.015300000000000001
248,CORR3,12.0,0.04,0.06,0.834,0.0,0.017,0.03,-0.08,0.42,3.33,3.38,-10.576600000000001,21.4114,4.25,-0.8543999999999999,1.5284,0.0,4665000.0,0.0,-0.42090000000000005
249,CORR4,82.0,0.27,0.41,5.701,0.0,0.118,0.2,-0.54,2.84,2.87,2.91,-10.576600000000001,21.4114,4.25,-0.8543999999999999,1.5284,0.0,4665000.0,0.0,-0.42090000000000005
250,CPFE3,32.63,6.7,1.83,0.938,0.1084,0.498,-24.2,3.3,-1.04,5.25,4.5,0.2847,0.1408,0.92,0.1707,0.2731,63651200.0,20534000000.0,1.35,0.08289999999999999
251,CPFG3,12.65,1.96,0.51,0.451,0.0,0.138,-0.78,0.74,-0.36,1.01,0.79,0.6129,0.3661,0.44,0.2053,0.2608,0.0,4487640000.0,0.46,0.1431
252,CPFG4,12.26,1.9,0.5,0.437,0.0,0.134,-0.75,0.71,-0.35,0.99,0.77,0.6129,0.3661,0.44,0.2053,0.2608,0.0,4487640000.0,0.46,0.1431
253,CPFP4,44.0,4.23,3.11,0.401,0.0,0.3,-4.04,2.0,-0.48,5.04,4.44,0.2007,0.0949,0.79,0.1725,0.7365,0.0,750369000.0,5.25,0.096
254,CPLE11,50.12,13.82,1.22,1.399,0.032799999999999996,0.539,7.79,8.51,-1.75,11.14,7.98,0.16449999999999998,0.1041,1.39,0.07400000000000001,0.0886,0.0,24417600000.0,0.62,0.0654
255,CPLE3,8.2,11.3,1.0,1.145,0.0421,0.441,6.37,6.96,-1.43,9.59,6.87,0.16449999999999998,0.1041,1.39,0.07400000000000001,0.0886,61956600.0,24417600000.0,0.62,0.0654
256,CPLE5,15.5,21.37,1.89,2.164,0.031,0.834,12.04,13.15,-2.71,15.79,11.3,0.16449999999999998,0.1041,1.39,0.07400000000000001,0.0886,1640.81,24417600000.0,0.62,0.0654
257,CPLE6,9.21,12.7,1.13,1.286,0.041299999999999996,0.495,7.15,7.82,-1.61,10.45,7.48,0.16449999999999998,0.1041,1.39,0.07400000000000001,0.0886,150369000.0,24417600000.0,0.62,0.0654
258,CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.021099999999999997,2.26,0.0548,-0.038599999999999995,0.0,398830000.0,2.33,0.201
259,CPRE3,18.23,8.3,2.17,3.015,0.0,0.964,-3.82,5.06,-2.29,5.22,4.2,0.5956,0.3691,0.33,0.2054,0.2615,0.0,4985740000.0,0.2,0.1721
260,CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,1.89,0.5715,0.4082,0.0,1634730000.0,0.17,0.16210000000000002
261,CRBM3,90.0,-28.95,3.26,1.498,0.0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.09699999999999999,-0.0518,2.24,-0.12710000000000002,-0.1128,0.0,827347000.0,0.45,-0.0158
262,CRBM7,60.0,-19.3,2.18,0.999,0.0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.09699999999999999,-0.0518,2.24,-0.12710000000000002,-0.1128,0.0,827347000.0,0.45,-0.0158
263,CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,1.29,0.11359999999999999,0.075,0.0,189701000.0,1.58,-0.0027
264,CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,1.29,0.11359999999999999,0.075,0.0,189701000.0,1.58,-0.0027
265,CRFB3,8.91,-29.21,0.97,0.17,0.0,0.202,-223.63,4.97,-0.68,9.66,6.43,0.0342,-0.0039000000000000003,1.0,0.054900000000000004,-0.0333,56951900.0,19301000000.0,1.25,0.1684
266,CRIV3,6.98,39.11,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,1058750000.0,0.0,-0.001
267,CRIV4,6.74,37.77,0.66,0.0,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,1058750000.0,0.0,-0.001
