,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
789,SEBB11,23.27,28.01,6.44,2.214,0.0,5.279,24.65,23.96,28.94,23.73,23.73,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0.0,145783000.0,0.01,0.5004
790,SEBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0.0,145783000.0,0.01,0.5004
791,SEBB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23,-0.23,0.0924,0.07400000000000001,2.44,0.2415,0.23010000000000003,0.0,145783000.0,0.01,0.5004
792,SEDU3,23.8,-13.36,15.0,3.443,0.0,1.531,57.9,-22.47,-2.67,-28.68,-69.64,-0.1533,-0.25730000000000003,1.09,-0.0815,-1.1229,0.0,415869000.0,4.67,0.10869999999999999
793,SEER3,5.1,-38.13,0.55,0.353,0.0,0.195,12.96,2.6,-0.46,4.97,2.64,0.1358,-0.009300000000000001,1.07,0.0812,-0.0144,3427380.0,1191960000.0,0.69,0.11230000000000001
794,SEMP3,16.86,-8.12,1.36,15.081,0.0,1.201,15.67,-4.42,15.67,-4.07,-4.07,-3.4098,-1.8581999999999999,1.64,-0.30210000000000004,-0.1681,0.0,118441000.0,0.0,-0.10369999999999999
795,SEQL3,5.15,-0.13,0.88,0.139,0.0,0.066,-0.23,-0.16,-0.09,-1.24,-1.62,-0.8587,-1.104,0.42,-0.4598,-6.9937000000000005,2021340.0,117566000.0,6.1,0.1369
796,SFSA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,739524000.0,0.0,0.0015
797,SFSA4,4.4,13.1,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,739524000.0,0.0,0.0015
798,SGEN3,5.0,0.0,0.77,593.76,0.0,0.493,-8.34,-31.73,-2.01,-32.42,-32.42,-18.7117,0.0,0.65,-0.0159,0.0,0.0,156981000.0,0.02,-0.5985
799,SGEN4,0.6,0.0,0.09,71.251,0.0,0.059,-1.0,-3.81,-0.24,-4.5,-4.5,-18.7117,0.0,0.65,-0.0159,0.0,0.0,156981000.0,0.02,-0.5985
800,SGPS3,0.36,-0.02,0.11,0.018,0.0,0.007,-0.02,-0.04,-0.01,-2.1,-2.73,-0.42310000000000003,-0.7723,0.45,-0.2014,-4.7013,172099.0,165504000.0,6.43,-0.0131
801,SHOW3,1.52,2.43,0.58,0.208,0.0,0.238,2.76,1.7,-2.67,1.06,0.98,0.1229,0.0834,1.21,0.24050000000000002,0.23800000000000002,396090.0,177435000.0,0.32,0.5851
802,SHUL4,5.98,8.14,1.62,1.13,0.050199999999999995,0.884,2.1,9.51,4.25,8.74,6.76,0.1189,0.1388,2.74,0.1518,0.1989,2844420.0,1319420000.0,0.47,0.1916
803,SIMH3,5.49,-9.32,1.49,0.143,0.0,0.064,0.6,0.94,-0.11,8.14,4.96,0.1522,-0.019,1.47,0.0915,-0.15990000000000001,26416000.0,3216880000.0,15.31,0.5139
804,SJOS3,1.19,1.86,-0.09,411.923,0.0,5.248,-0.09,-8.02,-0.09,-20.78,-20.78,-51.3846,221.89700000000002,0.02,0.0479,-0.0478,0.0,-181025000.0,-0.15,-0.7331
805,SJOS4,0.09,0.14,-0.01,31.154,0.0,0.397,-0.01,-0.61,-0.01,-13.37,-13.37,-51.3846,221.89700000000002,0.02,0.0479,-0.0478,0.0,-181025000.0,-0.15,-0.7331
806,SLCE3,17.46,13.35,1.57,0.962,0.0507,0.502,2.6,5.36,-2.79,7.51,6.47,0.1796,0.0736,1.67,0.1133,0.1173,37808300.0,4943790000.0,1.01,0.29059999999999997
807,SLCP3,610.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,SLED3,3.21,0.45,-0.08,0.416,0.0,0.48,-0.2,-0.44,-0.07,-0.96,-1.18,-0.9381,0.9272,0.12,-22.5994,-0.1807,0.0,-381277000.0,-0.09,-0.4869
809,SLED4,1.6,0.22,-0.04,0.207,0.0,0.239,-0.1,-0.22,-0.04,-0.74,-0.9,-0.9381,0.9272,0.12,-22.5994,-0.1807,0.0,-381277000.0,-0.09,-0.4869
810,SMFT3,21.9,12.26,2.44,2.839,0.0207,0.871,12.69,13.31,-2.07,15.11,6.69,0.2133,0.2332,1.45,0.0799,0.19870000000000002,50019400.0,5269760000.0,0.77,0.20129999999999998
811,SMLE3,92.82,18.88,21.91,6.635,0.0,6.477,-124.0,16.5,-42.31,16.32,13.2,0.4022,0.3514,0.91,0.4617,1.1604,0.0,524731000.0,0.0,0.36829999999999996
812,SMLS3,22.4,10.78,4.09,4.212,0.0,1.017,18.78,10.37,-6.72,10.13,9.06,0.40619999999999995,0.3907,1.1,0.1069,0.3796,0.0,679678000.0,0.0,-0.222
813,SMTO3,32.37,7.59,1.63,1.627,0.0388,0.55,3.32,10.41,-1.54,16.23,5.1,0.1562,0.21420000000000003,2.18,0.064,0.2151,49422900.0,6862370000.0,1.37,0.18280000000000002
814,SNSY5,6.15,-0.34,-0.02,0.053,0.0,0.09,5.55,1.1,-0.02,4.61,3.4,0.0483,-0.1611,1.03,0.0925,0.0713,16744.5,-1984040000.0,-0.08,0.1894
815,SOJA3,14.39,6.19,1.93,0.958,0.057,0.739,2.17,7.39,2.96,7.78,7.31,0.1297,0.1804,1.97,0.16,0.3125,8329480.0,1007310000.0,0.81,0.5145000000000001
816,SOMA3,5.86,-2.78,0.79,0.855,0.0,0.479,1.98,7.35,19.61,9.14,6.07,0.11630000000000001,-0.3081,2.36,0.0781,-0.2852,78008100.0,5809620000.0,0.33,0.5893999999999999
817,SOND3,46.01,22.09,1.95,0.689,0.09970000000000001,1.172,3.2,4.71,4.68,3.49,2.98,0.1464,0.0317,2.29,0.3675,0.0883,0.0,58004000.0,0.0,0.3094
818,SOND5,60.0,28.8,2.54,0.898,0.08410000000000001,1.528,4.17,6.14,6.1,4.92,4.21,0.1464,0.0317,2.29,0.3675,0.0883,139.54,58004000.0,0.0,0.3094
819,SOND6,55.0,26.4,2.33,0.823,0.0917,1.401,3.82,5.63,5.59,4.41,3.77,0.1464,0.0317,2.29,0.3675,0.0883,825.58,58004000.0,0.0,0.3094
820,SPRI3,10.51,-1.61,1.19,0.0,0.0,1.143,2.23,-3.07,2.36,-2.72,-2.74,0.0,0.0,66.47,-0.4286,-0.7382,0.0,22420000.0,0.0,-0.0733
821,SPRI5,8.52,-1.3,0.96,0.0,0.0,0.927,1.81,-2.49,1.91,-2.14,-2.15,0.0,0.0,66.47,-0.4286,-0.7382,0.0,22420000.0,0.0,-0.0733
822,SPRI6,11.0,-1.68,1.24,0.0,0.0,1.196,2.33,-3.21,2.47,-2.86,-2.88,0.0,0.0,66.47,-0.4286,-0.7382,0.0,22420000.0,0.0,-0.0733
823,SQIA3,27.37,-110.33,3.7,3.592,0.0,1.49,25.87,62.33,-3.84,67.32,18.5,0.0576,-0.0288,1.43,0.0281,-0.0335,0.0,650717000.0,0.65,0.4632
824,SRNA3,8.41,18.55,0.98,1.667,0.0,0.276,-13.75,5.83,-0.46,17.1,10.79,0.2859,0.0897,0.85,0.0512,0.0527,18675500.0,5362680000.0,2.11,0.2638
825,STBP11,14.4,4.11,1.12,1.058,0.0,0.509,-35.39,2.65,-1.35,2.75,2.22,0.39840000000000003,0.2576,0.92,0.2175,0.2733,0.0,2218490000.0,0.24,0.272
826,STBP3,13.06,18.62,5.09,4.796,0.0508,2.309,-160.5,12.04,-6.11,12.14,9.77,0.39840000000000003,0.2576,0.92,0.2175,0.2733,62000800.0,2218490000.0,0.24,0.272
827,STRP4,0.21,-2.85,-0.43,0.416,0.0,0.111,-0.18,-0.45,-0.09,-1.15,-1.15,-0.9181999999999999,-0.1458,0.13,-0.25489999999999996,0.1495,0.0,-12498000.0,-0.66,-0.3639
828,SUBA3,84.0,61.95,8.39,8.067,0.0,6.778,8.03,115.78,8.09,106.17,106.17,0.0697,0.13019999999999998,5.55,0.1911,0.1354,0.0,530396000.0,0.0,0.0
829,SULA11,22.25,52.23,1.13,0.432,0.0027,0.314,0.85,-13.07,-4.6,6.62,8.51,-0.033,0.0083,2.29,-0.0562,0.0217,0.0,8363840000.0,0.37,0.0166
830,SULA3,7.43,52.32,1.13,0.433,0.0027,0.314,0.85,-13.09,-4.61,6.59,8.48,-0.033,0.0083,2.29,-0.0562,0.0217,0.0,8363840000.0,0.37,0.0166
831,SULA4,7.63,53.73,1.17,0.444,0.0026,0.323,0.88,-13.45,-4.73,6.24,8.02,-0.033,0.0083,2.29,-0.0562,0.0217,0.0,8363840000.0,0.37,0.0166
832,SULT3,0.56,0.11,0.02,0.036,0.0,0.004,-0.02,0.62,-0.01,0.67,0.66,0.0579,0.34740000000000004,0.25,0.0058,0.1481,0.0,449686000.0,0.0,0.1583
833,SULT4,0.43,0.08,0.01,0.027,0.0,0.003,-0.01,0.47,0.0,0.53,0.52,0.0579,0.34740000000000004,0.25,0.0058,0.1481,0.0,449686000.0,0.0,0.1583
834,SUZA4,13.9,0.0,0.19,0.0,0.0,0.017,0.1,0.0,-0.04,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,12826800000.0,6.16,0.3172
835,SUZB3,48.85,7.03,1.43,1.679,0.0242,0.444,2.72,7.54,-1.01,14.65,7.73,0.2227,0.2394,2.89,0.0707,0.20329999999999998,543983000.0,44603800000.0,1.77,0.1185
836,SUZB5,21.13,3.04,0.62,0.726,0.0,0.192,1.17,3.26,-0.44,10.37,5.48,0.2227,0.2394,2.89,0.0707,0.20329999999999998,0.0,44603800000.0,1.77,0.1185
837,SUZB6,17.88,2.57,0.52,0.615,0.0,0.163,0.99,2.76,-0.37,9.87,5.21,0.2227,0.2394,2.89,0.0707,0.20329999999999998,0.0,44603800000.0,1.77,0.1185
838,SYNE3,8.92,118.14,0.89,3.11,0.0,0.329,7.54,7.09,-1.23,9.18,7.04,0.4384,0.0702,1.38,0.0541,0.0076,2390010.0,1523120000.0,0.64,-0.0334
839,SZPQ4,6.64,-7.85,2.2,0.855,0.0,0.744,2.62,-20.31,-3.17,-22.77,-22.77,-0.0421,-0.10890000000000001,2.97,-0.0377,-0.28,0.0,684467000.0,0.3,-0.11710000000000001
840,TAEE11,33.6,10.34,1.64,3.404,0.1107,0.59,16.81,6.04,-1.26,10.57,10.48,0.5636,0.3293,1.26,0.10400000000000001,0.15869999999999998,88541700.0,7056880000.0,1.38,0.0529
841,TAEE3,11.19,10.33,1.64,3.401,0.1108,0.589,16.79,6.03,-1.26,10.57,10.47,0.5636,0.3293,1.26,0.10400000000000001,0.15869999999999998,1447190.0,7056880000.0,1.38,0.0529
842,TAEE4,11.33,10.46,1.66,3.443,0.1094,0.597,17.0,6.11,-1.27,10.64,10.55,0.5636,0.3293,1.26,0.10400000000000001,0.15869999999999998,2789100.0,7056880000.0,1.38,0.0529
843,TAMM3,52.6,-22.68,3.79,0.625,0.0,0.523,-31.04,9.74,-0.96,17.98,9.65,0.0641,-0.022099999999999998,0.95,0.0636,-0.16699999999999998,0.0,2174310000.0,4.08,0.09789999999999999
844,TAMM4,52.73,-22.74,3.8,0.626,0.0,0.524,-31.11,9.77,-0.96,18.01,9.66,0.0641,-0.022099999999999998,0.95,0.0636,-0.16699999999999998,0.0,2174310000.0,4.08,0.09789999999999999
845,TANC4,43.0,-18.54,3.1,0.511,0.0,0.428,-25.37,7.96,-0.78,16.2,8.69,0.0641,-0.022099999999999998,0.95,0.0636,-0.16699999999999998,0.0,2174310000.0,4.08,0.09789999999999999
846,TARP11,18.02,0.82,0.25,26.009,0.0,0.245,0.0,197.74,0.0,195.29,195.29,0.1315,31.7005,0.0,0.0,0.2989,0.0,678212000.0,0.0,-0.7136
847,TASA3,11.5,10.68,1.29,0.819,0.0351,0.669,3.92,8.17,9.35,9.74,8.1,0.1002,0.0767,1.45,0.098,0.1209,172932.0,1128000000.0,0.47,0.12689999999999999
848,TASA4,10.93,10.15,1.23,0.779,0.0369,0.636,3.73,7.77,8.89,9.34,7.76,0.1002,0.0767,1.45,0.098,0.1209,4626650.0,1128000000.0,0.47,0.12689999999999999
849,TBLE5,12.0,2.31,0.91,0.938,0.0,0.215,3.37,1.85,-0.39,4.87,4.13,0.5067,0.4052,1.51,0.1351,0.3926,0.0,10778800000.0,1.97,-0.0019
850,TBLE6,10.65,2.05,0.81,0.832,0.0,0.191,2.99,1.64,-0.35,4.66,3.95,0.5067,0.4052,1.51,0.1351,0.3926,0.0,10778800000.0,1.97,-0.0019
851,TCNO3,1.2,-6.81,-8.4,0.0,0.0,0.034,-0.08,-2.87,-0.04,-15.11,-17.45,0.0,0.0,0.28,-0.0159,1.2336,0.0,-946000.0,-35.76,-0.3239
852,TCNO4,0.85,-4.82,-5.95,0.0,0.0,0.024,-0.06,-2.04,-0.03,-14.27,-16.48,0.0,0.0,0.28,-0.0159,1.2336,0.0,-946000.0,-35.76,-0.3239
853,TCOC3,38.85,14.9,1.8,2.225,0.0,1.307,3.78,14.48,4.39,12.23,12.23,0.1537,0.1493,2.53,0.1398,0.1206,0.0,2812920000.0,0.04,0.1671
854,TCOC4,27.2,10.43,1.26,1.558,0.0,0.915,2.65,10.14,3.07,7.89,7.89,0.1537,0.1493,2.53,0.1398,0.1206,0.0,2812920000.0,0.04,0.1671
855,TCSA3,2.0,-1.82,0.29,0.383,0.0,0.093,0.31,-1.47,-0.66,-7.07,-7.7,-0.2606,-0.20920000000000002,2.25,-0.0736,-0.1576,238659.0,513855000.0,1.48,0.1253
856,TCSL4,7.82,9.95,0.83,1.105,0.0,0.475,8.93,5.69,-2.2,5.61,2.18,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
857,TDBH3,0.56,-15.81,1.08,0.769,0.0,0.688,-5.22,7.4,-4.8,8.91,8.91,0.1038,-0.048600000000000004,0.63,0.1048,-0.06849999999999999,0.0,554115000.0,0.27,0.3574
858,TDBH4,0.66,-18.63,1.28,0.906,0.0,0.811,-6.15,8.73,-5.66,10.23,10.23,0.1038,-0.048600000000000004,0.63,0.1048,-0.06849999999999999,0.0,554115000.0,0.27,0.3574
859,TECN3,4.77,5.55,0.83,0.943,0.0321,0.513,1.0,5.52,1.93,5.15,6.14,0.17079999999999998,0.17,4.94,0.1222,0.1489,1042710.0,396632000.0,0.23,0.071
860,TEFC11,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.2354,0.1418,0.61,0.1485,0.4672,0.0,45856000000.0,2.95,0.1291
861,TEKA3,50.0,-0.16,-0.01,0.085,0.0,0.021,-0.01,4.77,-0.01,110.61,59.76,0.0177,-0.5204,0.04,0.0072,0.0735,116.28,-2108200000.0,-0.26,0.2263
862,TEKA4,30.9,-0.1,-0.01,0.052,0.0,0.013,-0.01,2.95,0.0,108.79,58.78,0.0177,-0.5204,0.04,0.0072,0.0735,2585.49,-2108200000.0,-0.26,0.2263
863,TELB3,13.4,-5.05,0.86,2.906,0.0,0.288,0.87,-3.38,-1.16,0.04,0.15,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,7545.3,1343740000.0,0.07,0.1558
864,TELB4,8.77,-3.31,0.56,1.902,0.0,0.189,0.57,-2.21,-0.76,1.2,4.91,-0.8604,-0.5754,4.81,-0.1331,-0.17059999999999997,33136.8,1343740000.0,0.07,0.1558
865,TEMP3,4.15,11.64,4.92,0.98,0.0,2.014,9.98,10.6,19.39,9.55,7.74,0.0925,0.0842,1.41,0.34490000000000004,0.4227,0.0,135736000.0,0.23,-0.1311
866,TEND3,10.62,-26.4,1.51,0.436,0.0,0.287,1.1,6.27,-1.28,8.29,6.36,0.0696,-0.0163,1.82,0.056799999999999996,-0.057300000000000004,26400500.0,863549000.0,1.35,0.08960000000000001
867,TENE5,0.5,0.0,0.0,2.241,0.0,0.006,-0.13,-0.07,0.0,-0.07,-0.18,-30.8889,-644.518,0.0,-0.0817,0.1377,0.0,-126362000.0,0.0,0.0
868,TENE7,9.8,-0.07,-0.01,43.919,0.0,0.113,-2.54,-1.42,-0.01,-1.42,-3.57,-30.8889,-644.518,0.0,-0.0817,0.1377,0.0,-126362000.0,0.0,0.0
869,TERI3,64.28,-8.83,0.29,0.107,0.0,0.081,7.9,7.2,-0.26,39.56,39.56,0.0149,-0.0191,1.03,0.0125,-0.0327,0.0,3641000000.0,1.43,0.0794
870,TESA3,48.0,-13.3,1.62,1.007,0.0,0.523,-11.1,9.41,-1.35,15.25,10.09,0.10710000000000001,-0.0758,0.86,0.0642,-0.12179999999999999,0.0,858223000.0,1.04,0.1548
871,TFCO4,10.3,14.22,3.78,2.336,0.018600000000000002,2.363,4.86,11.07,6.67,11.21,10.37,0.21100000000000002,0.1643,3.0,0.2702,0.2661,2058710.0,434794000.0,0.24,0.3542
872,TGMA3,23.88,8.56,1.81,0.963,0.0766,1.29,3.51,7.32,5.67,6.73,6.04,0.1315,0.11289999999999999,3.55,0.24559999999999998,0.21109999999999998,6264200.0,872453000.0,0.2,0.0866
873,TIET11,17.44,6.09,3.13,3.01,0.0,0.638,1434.52,5.02,-1.05,8.78,6.62,0.5992999999999999,0.4991,1.0,0.13970000000000002,0.5145000000000001,0.0,2222740000.0,2.67,0.0776
874,TIET3,3.49,6.09,3.13,3.012,0.0,0.638,1435.34,5.03,-1.05,8.78,6.63,0.5992999999999999,0.4991,1.0,0.13970000000000002,0.5145000000000001,0.0,2222740000.0,2.67,0.0776
875,TIET4,3.51,6.13,3.15,3.029,0.0,0.642,1443.57,5.06,-1.05,8.81,6.65,0.5992999999999999,0.4991,1.0,0.13970000000000002,0.5145000000000001,0.0,2222740000.0,2.67,0.0776
876,TIMP3,13.46,17.13,1.43,1.903,0.0,0.818,15.37,9.79,-3.78,9.72,3.77,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
877,TIMS3,15.78,12.97,1.53,1.573,0.0564,0.703,-15.67,7.4,-2.01,7.37,3.11,0.2127,0.12119999999999999,0.81,0.10980000000000001,0.1177,116960000.0,25025200000.0,0.13,0.0966
878,TKNO4,65.0,4.75,0.65,0.681,0.0638,0.512,1.33,5.0,1.48,3.42,2.94,0.136,0.1433,3.23,0.1364,0.1366,2817.33,295436000.0,0.01,0.1674
879,TLCP3,48.0,-5.02,1.76,0.824,0.0,0.533,-2.76,-26.61,-1.33,-43.86,-43.86,-0.031,-0.16399999999999998,0.61,-0.0252,-0.3504,0.0,262979000.0,1.21,0.0909
880,TLCP4,34.11,-3.57,1.25,0.586,0.0,0.379,-1.96,-18.91,-0.95,-36.16,-36.16,-0.031,-0.16399999999999998,0.61,-0.0252,-0.3504,0.0,262979000.0,1.21,0.0909
881,TMAR3,62.0,166.16,1.04,0.765,0.0,0.268,2.2,5.96,-0.74,10.21,3.96,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0.0,20448500000.0,1.38,0.14800000000000002
882,TMAR5,42.67,114.35,0.72,0.527,0.0,0.184,1.51,4.1,-0.51,8.35,3.24,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0.0,20448500000.0,1.38,0.14800000000000002
883,TMAR6,42.01,112.59,0.71,0.519,0.0,0.181,1.49,4.04,-0.5,8.29,3.21,0.1284,-0.0042,1.62,0.057800000000000004,0.0063,0.0,20448500000.0,1.38,0.14800000000000002
884,TMCP3,56.0,18.58,1.38,1.525,0.0,0.937,3.85,24.25,4.74,19.68,19.68,0.0629,0.0975,2.3,0.0554,0.07440000000000001,0.0,1798930000.0,0.03,0.10490000000000001
885,TMCP4,58.2,19.31,1.44,1.585,0.0,0.973,4.0,25.21,4.92,20.63,20.63,0.0629,0.0975,2.3,0.0554,0.07440000000000001,0.0,1798930000.0,0.03,0.10490000000000001
886,TMGC11,900.0,14.26,1.83,1.309,0.0,1.26,7.62,20.08,13.46,18.75,18.75,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
887,TMGC12,550.0,8.71,1.12,0.8,0.0,0.77,4.66,12.27,8.22,10.94,10.94,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
888,TMGC13,966.14,15.31,1.96,1.406,0.0,1.353,8.18,21.56,14.45,20.23,20.23,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
889,TMGC3,1500.0,23.77,3.05,2.182,0.0,2.101,12.7,33.47,22.43,32.14,32.14,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
890,TMGC7,800.01,12.68,1.63,1.164,0.0,1.12,6.77,17.85,11.96,16.52,16.52,0.0652,0.09179999999999999,1.69,0.0873,0.1283,0.0,1167010000.0,0.05,0.10490000000000001
891,TNCP3,184.85,14.59,2.52,3.129,0.0,1.717,53.3,12.0,-22.58,12.03,8.83,0.2608,0.2144,1.15,0.1648,0.1729,0.0,13081500000.0,0.09,0.9779000000000001
892,TNCP4,182.6,14.42,2.49,3.091,0.0,1.696,52.65,11.85,-22.3,11.88,8.72,0.2608,0.2144,1.15,0.1648,0.1729,0.0,13081500000.0,0.09,0.9779000000000001
893,TNEP3,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0.0,955105000.0,0.06,0.0815
894,TNEP4,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,-1.09,0.20920000000000002,0.25420000000000004,2.39,0.2053,0.228,0.0,955105000.0,0.06,0.0815
895,TNLP3,27.75,35.39,0.96,0.468,0.0,0.17,1.76,4.63,-0.45,10.31,10.31,0.1012,-0.0007000000000000001,1.48,0.0458,0.027200000000000002,0.0,13736000000.0,2.02,0.1539
896,TNLP4,20.36,25.96,0.71,0.344,0.0,0.125,1.29,3.4,-0.33,9.07,9.07,0.1012,-0.0007000000000000001,1.48,0.0458,0.027200000000000002,0.0,13736000000.0,2.02,0.1539
897,TOTS3,29.83,23.99,3.85,3.933,0.0148,2.04,9.45,11.2,-32.49,10.66,9.04,0.35119999999999996,0.1697,2.36,0.2607,0.1603,126835000.0,4786840000.0,0.35,0.1924
898,TOYB3,2.29,-43.94,-4.97,4.815,0.0,4.035,-5.93,-8.28,-3.5,-8.39,-8.87,-0.5816,-0.1096,0.49,-0.5936,0.1131,0.0,-13852000.0,-0.07,-0.2699
899,TOYB4,2.5,-47.96,-5.43,5.256,0.0,4.405,-6.47,-9.04,-3.83,-9.15,-9.67,-0.5816,-0.1096,0.49,-0.5936,0.1131,0.0,-13852000.0,-0.07,-0.2699
900,TPIS3,3.68,2.09,0.18,0.144,0.0,0.058,-0.53,0.92,-0.09,9.04,4.5,0.1562,0.0697,0.36,0.0662,0.0857,218273.0,902530000.0,1.63,0.0366
901,TPRC3,113.5,0.14,0.01,0.016,0.0,0.007,0.13,0.08,-0.03,0.01,0.0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
902,TPRC6,105.0,0.13,0.01,0.015,0.0,0.006,0.12,0.08,-0.03,0.0,0.0,0.19440000000000002,0.11109999999999999,1.34,0.0967,0.0833,0.0,22847800000.0,0.14,0.0229
903,TRAD3,0.61,-0.77,0.63,3.296,0.0,0.569,2.16,-2.74,2.29,-1.57,-2.39,-1.2015,-4.3069999999999995,4.36,-0.2775,-0.8173,338236.0,272487000.0,0.01,-0.2891
904,TRFO3,4.53,10.32,2.58,0.804,0.0,1.039,4.65,5.52,7.37,5.12,5.12,0.1458,0.078,1.43,0.2763,0.2501,0.0,76165000.0,0.26,0.16469999999999999
905,TRFO4,4.7,10.7,2.68,0.835,0.0,1.078,4.82,5.73,7.65,5.33,5.33,0.1458,0.078,1.43,0.2763,0.2501,0.0,76165000.0,0.26,0.16469999999999999
906,TRIS3,4.65,6.86,0.63,0.784,0.0425,0.308,0.64,8.69,1.16,15.47,14.75,0.0902,0.1177,2.7,0.0407,0.0919,2256240.0,1377560000.0,0.72,0.0613
907,TROR3,2.63,-0.03,-0.01,0.598,0.0,0.532,-0.01,-6.57,-0.01,-728.92,-728.92,-0.0911,-17.4552,0.01,-0.0977,0.2114,0.0,-1959650000.0,-0.8,0.0634
908,TROR4,1.56,-0.02,0.0,0.355,0.0,0.316,0.0,-3.9,0.0,-726.24,-726.24,-0.0911,-17.4552,0.01,-0.0977,0.2114,0.0,-1959650000.0,-0.8,0.0634
909,TRPL3,34.44,8.3,1.26,3.426,0.064,0.598,4.96,6.63,-1.79,8.86,8.79,0.5166,0.4217,3.08,0.09789999999999999,0.1518,56592.1,18016200000.0,0.58,0.1852
910,TRPL4,26.47,6.38,0.97,2.633,0.0833,0.459,3.81,5.1,-1.38,7.33,7.27,0.5166,0.4217,3.08,0.09789999999999999,0.1518,91702000.0,18016200000.0,0.58,0.1852
911,TRPN3,0.71,0.44,0.54,0.263,1.0473999999999999,0.399,0.59,0.36,0.59,-0.35,-0.35,0.7228,0.5929,3.61,5.2301,1.2235,0.0,59358000.0,0.0,0.057699999999999994
912,TSEP3,40.0,33.05,1.79,1.768,0.0,1.25,5.24,20.44,6.11,17.91,17.91,0.08650000000000001,0.0535,1.88,0.091,0.054299999999999994,0.0,2047020000.0,0.0,0.045
913,TSEP4,29.01,23.97,1.3,1.282,0.0,0.906,3.8,14.82,4.43,12.29,12.29,0.08650000000000001,0.0535,1.88,0.091,0.054299999999999994,0.0,2047020000.0,0.0,0.045
914,TSPP3,12.6,1.72,0.51,0.262,0.0,0.225,-5.59,1.19,-0.91,1.63,1.63,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
915,TSPP4,9.05,1.24,0.37,0.188,0.0,0.162,-4.02,0.85,-0.65,1.3,1.3,0.22010000000000002,0.152,0.89,0.23920000000000002,0.2988,0.0,9816290000.0,0.35,0.1306
916,TTEN3,10.05,7.97,1.46,0.507,0.011699999999999999,0.673,2.97,10.36,5.92,11.04,9.67,0.0489,0.0635,1.53,0.1197,0.18289999999999998,10944000.0,3435220000.0,0.41,0.2999
917,TUPY3,22.02,6.67,0.91,0.284,0.0305,0.296,0.93,3.52,-4.94,6.14,4.37,0.0808,0.0425,2.07,0.1209,0.1371,15118600.0,3471280000.0,1.22,0.275
918,TUPY4,48.21,14.61,2.0,0.623,0.0,0.647,2.03,7.71,-10.82,10.32,7.35,0.0808,0.0425,2.07,0.1209,0.1371,0.0,3471280000.0,1.22,0.275
919,TVIT3,19.3,23.46,5.45,1.705,0.0,2.424,175.42,16.02,-12.72,17.14,17.14,0.10640000000000001,0.0727,1.04,0.17579999999999998,0.2324,0.0,314984000.0,0.56,0.0
920,TXRX3,9.0,7.41,-0.12,0.339,0.0,0.202,-0.22,-2.04,-0.09,-17.99,-20.62,-0.1664,0.0458,0.3,-0.1032,-0.0158,86.02,-328381000.0,-0.91,0.1042
921,TXRX4,2.27,1.87,-0.03,0.086,0.0,0.051,-0.05,-0.51,-0.02,-16.46,-18.88,-0.1664,0.0458,0.3,-0.1032,-0.0158,7780.14,-328381000.0,-0.91,0.1042
